Brand Name,Product URL,Image,Product Ratings,Number of ratings,Product Info,Selling Price,Price,Discount
Lakshita,https://www.myntra.com/kurtis/lakshita/lakshita-brown-ethnic-motifs-embroidered-v-neck-sequinned-velvet-sequinned-empire-kurti/18654740/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18654740/2022/6/7/fe6fa8fa-ebea-447b-8eb4-78115e82f5981654603531596Kurtas1.jpg",,0,Ethnic Motifs Embroidered Velvet Kurti,3140,3695,(15% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-maroon--navy-blue-printed-pure-cotton-kurti/18068432/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18068432/2022/5/10/6073114f-cd30-43d2-8986-e6495b2268441652184151394-MALHAAR-Women-Kurtis-601652184150901-1.jpg",4.7,13,Printed Pure Cotton Kurti,593,1799,(67% OFF)
Cottinfab,https://www.myntra.com/kurtis/cottinfab/cottinfab-pink-striped-pure-cotton-kurti/18851304/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18851304/2022/7/6/82292094-f2dc-45a2-847a-2aa8f3f1021e1657101882616-Cottinfab-Women-Tops-231657101882076-1.jpg",4.4,13,Striped Pure Cotton Kurti,639,1599,(60% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-women-green--pink-floral-printed-kurti/12971360/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/11/13/56f641f1-2422-4b4d-90ce-02918a4621041605212733268-1.jpg",4.2,175,Women Printed Kurti,549,999,(45% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-sea-green--maroon-ethnic-motifs-print-straight-kurti/14885744/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14885744/2022/8/26/58099151-99eb-408d-8ec7-238ae25ae76b1661518353189HERENOWSeaGreenMaroonEthnicMotifsPrintStraightKurti1.jpg",4.1,410,Ethnic Print Straight Kurti,399,999,(60% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-yellow-ethnic-motifs-embroidered-chikankari-pure-cotton-kurti/20796136/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20796136/2022/11/17/b8cad597-16dc-41e2-babb-f7fbce081fe51668695943074WomenHandEmbroideredChikankariFloralCottonKurti1.jpg",,0,Ethnic Motifs Embroidered Pure Cotton Kurti,1549,3098,(50% OFF)
kipek,https://www.myntra.com/kurtis/kipek/kipek-women-white-printed-straight-kurti/12670736/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/10/6/5164898a-4423-4bd1-9c13-983605c895181601942530611-1.jpg",4.6,49,Women Straight Kurti,699,1899,(Rs. 1200 OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-women-maroon--orange-pure-cotton-floral-printed-kurti/14708352/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14708352/2021/12/27/55f07d51-04aa-4dcd-a645-927c9b7cb4ed1640589511881-all-about-you-Women-Kurtis-9681640589511334-1.jpg",4.3,26,Floral Printed Pure Cotton Kurti,599,1499,(60% OFF)
AURELIA,https://www.myntra.com/kurtis/aurelia/aurelia-green-floral-printed-gotta-patti-straight-fit-kurti/20613146/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20613146/2022/11/3/95563cd6-7f4b-407a-bbc7-5f500eee887f1667481939091AureliaGreenFloralPrintedSequinedEthnicLIVAKurta1.jpg",,0,Floral Printed Kurti,779,1299,(40% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-sustainable-plus-size-white-chikankari-hand-embroidered-a-line-handloom-kurti/14183238/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14183238/2021/6/15/947618a1-68a1-4f76-bd19-458809b281dc1623733984590-ADA-Women-Kurtis-3951623733984040-1.jpg",4.7,27,Plus Size Chikankari Handloom Kurti,,,
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-magenta-floral-embroidered-chikankari-pure-cotton-chikankari-kurti/17888532/buy,,,0,Floral Embroidered Pure Cotton Kurti,799,1999,(60% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-maroon-printed-cotton-kurta/14207612/buy,,4.4,37,Girls Printed Cotton Kurta,599,2499,(76% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-women-multicoloured-floral-printed-kurti/17891464/buy,,4.4,45,Women Floral Printed Kurti,599,1499,(60% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-blue--red-floral-printed-kurti/17909592/buy,,4.5,26,Floral Printed Kurti,599,1499,(60% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-green-printed-kurta/14207430/buy,,4,12,Girls Printed Kurta,539,1999,(73% OFF)
Tissu,https://www.myntra.com/kurtis/tissu/tissu-black--pink-floral-printed-kurti/19047418/buy,,4.5,6,Floral Printed Kurti,599,1499,(60% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-red--green-ethnic-motifs-printed-gotta-patti-gotta-patti-kurti/16332184/buy,,4,32,Ethnic Motifs Printed Kurti,608,1739,(65% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-red-kurti/20235936/buy,,,0,Kurti,619,2999,(Rs. 2380 OFF)
MAFE,https://www.myntra.com/kurtis/mafe/mafe-navy-woman-blue--red-paisley-printed-pleated-anarkali-kurti/17912098/buy,,2.9,16,Paisley Printed Anarkali Kurti,989,2199,(55% OFF)
theRebelinme,https://www.myntra.com/kurtis/therebelinme/therebelinme-red-shirt-collar-pure-cotton-kurti/19770844/buy,,,0,Pure Cotton Kurti,1475,2500,(41% OFF)
FAWOMENT,https://www.myntra.com/kurtis/fawoment/fawoment-white-floral-embroidered-chikankari-kurti/20833224/buy,,,0,Floral Embroidered Kurti,911,3037,(70% OFF)
Vishudh,https://www.myntra.com/kurtis/vishudh/vishudh-women-mustard-yellow--red-floral-print-kurti/13634904/buy,,3.9,532,Floral Print Kurti,459,1149,(60% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-yellow-ethnic-motifs-embroidered-chikankari-pure-cotton-chikankari-kurti/17989984/buy,,,0,Ethnic Motifs Embroidered Pure Cotton Kurti,799,1999,(60% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-green--white-chikankari-embroidered-pure-cotton-straight-kurti/12131076/buy,,4.3,78,Chikankari Pure Cotton Embroidered Kurti,,,
APPLIX STYLE,https://www.myntra.com/kurtis/applix-style/applix-style-women-maroon-floral-embroidered-thread-work-thread-work-kurti/20651424/buy,,,0,Floral Embroidered Kurti,999,2499,(60% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-green-printed-pure-cotton-kurti/17253050/buy,,4.1,18,Printed Pure Cotton Kurti,1519,3999,(62% OFF)
Jaipur Morni,https://www.myntra.com/kurtis/jaipur-morni/jaipur-morni-beige--pink-floral-pure-cotton-kurti/20856996/buy,,,0,Floral Pure Cotton Kurti,1599,3999,(60% OFF)
Fashion FRICKS,https://www.myntra.com/kurtis/fashion-fricks/fashion-fricks-red-floral-embroidered-kurti/20990144/buy,,,0,Floral Embroidered Kurti,719,1599,(55% OFF)
Fashion FRICKS,https://www.myntra.com/kurtis/fashion-fricks/fashion-fricks-blue--white-ethnic-motifs-embroidered-kurti/20990146/buy,,,0,Ethnic Motifs Embroidered Kurti,719,1599,(55% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-teal-blue-v-neck-straight-kurti/15669674/buy,,4,6,V-Neck Straight Kurti,1399,1999,(30% OFF)
SWAGG INDIA,https://www.myntra.com/kurtis/swagg-india/swagg-india-yellow-ethnic-motifs-embroidered-chikankari-kurti/15916484/buy,,4.2,30,Ethnic Motifs Embroidered Kurti,699,1749,(60% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-yellow-hand-embroidered-chikankari-kota-handloom-kurti-with-matching-slip/15838484/buy,,3.9,7,Hand Embroidered Handloom Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-peach-coloured-hand-embroidered-chikankari-kota-handloom-kurti-with-matching-slip/15838482/buy,,,0,Embroidered Chikankari Handloom Kurti,,,
INDYA,https://www.myntra.com/kurtis/indya/indya-purple--gold-toned-floral-printed-v-neck-extended-sleeves-pure-georgette-kurti/19635592/buy,,,0,Floral Printed Pure Georgette Kurti,950,1900,(50% OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-blue--beige-ethnic-motifs-printed-pure-cotton-kurti/20988248/buy,,,0,Ethnic Motifs Printed Pure Cotton Kurti,877,1595,(45% OFF)
Lakshita,https://www.myntra.com/kurtis/lakshita/lakshita-blue-floral-printed-kurti/18877026/buy,,,0,Floral Printed Kurti,1396,1995,(30% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-red--white-leheriya-printed-pure-cotton-kurti/18068412/buy,,4,5,Leheriya Printed Pure Cotton Kurti,620,1349,(54% OFF)
Cloth Haus India,https://www.myntra.com/kurtis/cloth-haus-india/cloth-haus-india-yellow--brown-ethnic-motifs-printed-shirt-collar-kurti/18811378/buy,,,0,Ethnic Motifs Printed Kurti,1365,2100,(35% OFF)
Abhishti,https://www.myntra.com/kurtis/abhishti/abhishti-women-blue-square-neck-kurti/19496056/buy,,,0,Kurti,1349,1499,(10% OFF)
studio rasa,https://www.myntra.com/kurtis/studio-rasa/studio-rasa-beige-embroidered-sequinned-kurti/20670260/buy,,,0,Embroidered Kurti,899,1999,(55% OFF)
FNOCKS,https://www.myntra.com/kurtis/fnocks/fnocks-red-ethnic-motifs-printed-kurti/18502272/buy,,,0,Ethnic Motifs Printed Kurti,899,2999,(70% OFF)
Lakshita,https://www.myntra.com/kurtis/lakshita/lakshita-women-white--black-solid-kurti/18424648/buy,,,0,Women Solid Kurti,1347,2695,(50% OFF)
Fashfun,https://www.myntra.com/kurtis/fashfun/fashfun-womens-orange-printed-high-low-kurti/19218072/buy,,4.2,21,Striped Kurti,679,1999,(66% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-yellow-solid-cotton-kurta/14207700/buy,,4.2,42,Girls Solid Cotton Kurta,424,1249,(66% OFF)
Nimayaa,https://www.myntra.com/kurtis/nimayaa/nimayaa-sea-green-floral-printed-kurti/20285008/buy,,,0,Floral Printed Kurti,689,2999,(77% OFF)
TORONFRAS,https://www.myntra.com/kurtis/toronfras/toronfras-turquoise-blue--pink-floral-printed-pure-georgette-pleated-anarkali-kurti/20174606/buy,,4,5,Floral Printed Pure Georgette Anarkali Kurti,699,1999,(65% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-blue--grey-ethnic-motifs-printed-kurti/17633688/buy,,4.3,12,Ethnic Motifs Printed Kurti,660,1650,(60% OFF)
Campana,https://www.myntra.com/kurtis/campana/campana-girls-blue--maroon-floral-printed-pure-cotton-straight-kurti/20728134/buy,,,0,Printed Pure Cotton Kurti,674,749,(10% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-navy-blue-embroidered-kurti/18437200/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18437200/2022/5/25/bbf43092-a41c-4ad4-82b5-58cd9b873bb91653491603961PistaawomensEmbroidredShortKurti1.jpg",4.3,11,Embroidered Kurti,704,1899,(Rs. 1195 OFF)
﻿MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-navy-blue-printed-kurti/17709770/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17709770/2022/4/11/4294c663-9db3-4f7b-81a6-06b9d44932581649664380995KBZWomensBlueRayonPrintedKurtaPalazzoSetKurtisMALHAARWomenKu1.jpg",4.5,17,Printed Kurti,620,1349,(54% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-red--white-floral-printed-pure-cotton-kurti/20425748/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20425748/2022/10/17/fb6d1ef5-a7e4-483f-bc3a-ea4c90185e911665989867342FabindiaRedCottonBagruPrintedShortKurta1.jpg",,0,Floral Printed Pure Cotton Kurti,,,
shashvi,https://www.myntra.com/kurtis/shashvi/shashvi-blue--blue-floral-embroidered-thread-work-thread-work-anarkali-kurti/18456768/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18456768/2022/5/26/56436655-6270-41a7-835a-76ea0cc05c191653575368494KurtisForWomenblue1.jpg",,0,Floral Embroidered Anarkali Kurti,779,2598,(70% OFF)
YASH GALLERY,https://www.myntra.com/kurtis/yash-gallery/yash-gallery-women-peach-coloured--white-ethnic-motifs-print-kurti-with-matching-mask/13022282/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13022282/2020/12/18/9eb1c241-f110-46ed-af9a-f79d475bd8121608292540385-YASH-GALLERY-Women-Peach-Coloured--White-Ethnic-Motifs-Print-1.jpg",4.2,53,Women Printed Kurti with Mask,649,2599,(75% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-black-printed-short-kurti/19722654/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19722654/2022/11/25/cd8f4bbe-9fcd-4064-9810-af8d43d0352a1669356332339-MALHAAR-Women-Rayon-Printed-Short-Kurti-Black-39116693563317-1.jpg",,0,Printed Short Kurti,699,1999,(65% OFF)
Cloth Haus India,https://www.myntra.com/kurtis/cloth-haus-india/cloth-haus-india-blue-floral-printed-shirt-collar-modal-kurti/18182770/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18182770/2022/5/6/fbf1e6dc-194b-44e8-b735-d7c098f830681651854426903Kurtis1.jpg",,0,Floral Printed Modal Kurti,1365,2100,(35% OFF)
Saanjh,https://www.myntra.com/kurtis/saanjh/saanjh-burgundy-self-striped-straight-kurti/16287026/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16287026/2021/12/18/5461dadd-bfe9-4644-b166-b1e5b70630cc1639805387826-Saanjh-Magenta-Kurti-4101639805387371-1.jpg",4,21,Self-Striped Straight Kurti,647,1799,(64% OFF)
Biba,https://www.myntra.com/kurtis/biba/biba-girls-off-white--orange-printed-kurtis/14261158/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/6/2bc69822-5e48-4a52-9829-8e41ec1953131620286201414-1.jpg",4.4,10,Girls Printed Kurtis,349,699,(50% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-brown--white-ethnic-motifs-printed-kurti/19571888/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19571888/2022/8/20/1957dbec-93c0-4ec9-9b50-e0dac19238c51660983671424FauxCrepeShortKurtiTunicTop1.jpg",,0,Ethnic Motifs Printed Kurti,627,1650,(62% OFF)
STREET 9,https://www.myntra.com/kurtis/street-9/street-9-classic-white-pure-cotton-kurti/17172924/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17172924/2022/2/16/94fbb8f6-a594-42a5-8cd4-6ec11aadee5a1645012019382Kurtis1.jpg",4.2,20,Classic White Pure Cotton Kurti,521,1799,(71% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-maroon--gold-toned-ethnic-motifs-printed-kurti/20831298/buy,,,0,Ethnic Motifs Printed Kurti,630,2250,(72% OFF)
PARIKA CREATION,https://www.myntra.com/kurtis/parika-creation/parika-creation-women-grey-embroidered-denim-kurti/18028152/buy,,2.1,9,Women Embroidered Kurti,855,2850,(70% OFF)
RAJGRANTH,https://www.myntra.com/kurtis/rajgranth/rajgranth-pink-floral-embroidered-kurti/15649288/buy,,4.2,34,Floral Embroidered Kurti,639,3999,(84% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-pink-kurti/18437210/buy,,4.1,26,Kurti,666,1899,(Rs. 1233 OFF)
Cottinfab,https://www.myntra.com/kurtis/cottinfab/cottinfab-sea-green-striped-pure-cotton-kurti/18851324/buy,,,0,Striped Pure Cotton Kurti,639,1599,(60% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-blue--white-ethnic-motifs-embroidered-chikankari-kurti/17266564/buy,,5,1,Chikankari Embroidered Kurti,881,2099,(58% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-women-white--navy-blue-geometric-printed-kurti/19571890/buy,,4.4,9,Geometric Printed Kurti,627,1650,(62% OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-blue--red-paisley-printed-pure-cotton-kurti/19791530/buy,,,0,Paisley Printed Pure Cotton Kurti,697,1395,(50% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-green-solid-pure-cotton-kurti/19744104/buy,,4.5,8,Solid Pure Cotton Kurti,574,2299,(75% OFF)
VEDANA,https://www.myntra.com/kurtis/vedana/vedana-black-embroidered-boat-neck-sequinned-kurti/18308702/buy,,3.9,18,Embroidered Kurti,629,1399,(55% OFF)
VASTRAMANIAA,https://www.myntra.com/kurtis/vastramaniaa/vastramaniaa-women-blue-paisley-printed-pure-cotton-kurti/19264188/buy,,4.4,5,Paisley Printed Pure Cotton Kurti,629,1399,(55% OFF)
DIVYANK,https://www.myntra.com/kurtis/divyank/divyank-women-maroon-solid-straight-kurti/15904454/buy,,3.8,28,Women Solid Straight Kurti,499,1999,(75% OFF)
Lakshita,https://www.myntra.com/kurtis/lakshita/lakshita-white--black-kurti/18424614/buy,,,0,Kurti,1247,2495,(50% OFF)
Cot'N Soft,https://www.myntra.com/kurtis/cotn-soft/cotn-soft-green--white-geometric-woven-design-pure-cotton-pleated-kurti/19952538/buy,,,0,Woven Design Pure Cotton Kurti,670,1999,(Rs. 1329 OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-women-grey-floral-printed-pure-cotton-kurti/19340644/buy,,,0,Floral Printed Pure Cotton Kurti,532,3329,(84% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-black-tribal-embroidered-thread-work-thread-work-kurti/18753232/buy,,4.4,5,Tribal Embroidered Kurti,1225,2850,(57% OFF)
Melange by Lifestyle,https://www.myntra.com/kurtis/melange-by-lifestyle/melange-by-lifestyle-teal-paisley-printed-kurti/20710576/buy,,,0,Paisley Printed Kurti,559,699,(20% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-pink-printed-cotton-kurti/14207530/buy,,4.2,37,Girls Printed Cotton Kurti,526,1879,(72% OFF)
max,https://www.myntra.com/kurtis/max/max-embroidered-v-neck-pleated-kurti/21012466/buy,,,0,Embroidered Kurti,,,
max,https://www.myntra.com/kurtis/max/max-women-green-ethnic-motifs-embroidered-kurti/19529176/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-black-kurti/18436000/buy,,3.8,26,Kurti,614,1799,(Rs. 1185 OFF)
TANKHI,https://www.myntra.com/kurtis/tankhi/tankhi-red-floral-printed-flared-sleeves-gotta-patti-gotta-patti-pleated-kaftan-kurti/20382924/buy,,,0,Floral Printed Kaftan Kurti,809,1799,(55% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-pink--white-bandhani-printed-pure-cotton-kurti/18068426/buy,,3.7,18,Bandhani Printed Pure Cotton Kurti,620,1349,(54% OFF)
Fab Star,https://www.myntra.com/kurtis/fab-star/fab-star-women-maroon-solid-a-line-kurti/19593526/buy,,4.1,16,Women Solid A-line Kurti,599,1199,(50% OFF)
Aprique FAB,https://www.myntra.com/kurtis/aprique-fab/aprique-fab-lime-green-solid-straight-kurti/14844368/buy,,4.1,37,Solid Straight Kurti,599,1499,(60% OFF)
Bhama Couture,https://www.myntra.com/kurtis/bhama-couture/bhama-couture-black-self-design-a-line-high-low-pure-cotton-kurti/12795810/buy,,4.4,22,A-Line High-Low Pure Cotton Kurti,739,1999,(63% OFF)
Lakshita,https://www.myntra.com/kurtis/lakshita/lakshita-black-embroidered-thread-work-thread-work-kurti/18881040/buy,,,0,Embroidered Kurti,,,
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-maroon--yellow-striped-v-neck-kurti/19412628/buy,,,0,Striped V-Neck Kurti,1189,1699,(30% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-black-pure-cotton-kurti/19744116/buy,,5,5,Pure Cotton Kurti,574,2299,(75% OFF)
Aarika,https://www.myntra.com/kurtis/aarika/aarika-girls-yellow-checked-cotton-kurta/14207670/buy,,4.4,50,Girls Checked Cotton Kurta,424,1249,(66% OFF)
Melange by Lifestyle,https://www.myntra.com/kurtis/melange-by-lifestyle/melange-by-lifestyle-blue--white-floral-printed-kurti/20269914/buy,,,0,Floral Printed Kurti,399,499,(20% OFF)
Lakshita,https://www.myntra.com/kurtis/lakshita/lakshita-mustard-yellow-embroidered-thread-work-pure-cotton-thread-work-kurti/18998010/buy,,,0,Embroidered Pure Cotton Kurti,,,
DIVYANK,https://www.myntra.com/kurtis/divyank/divyank-red--grey-printed-kurti/15904460/buy,,4.2,13,Printed Kurti,559,1999,(72% OFF)
CUPID,https://www.myntra.com/kurtis/cupid/cupid-women-black-printed-plus-size-cotton-kurti/19196630/buy,,,0,Printed Plus size Kurti,753,1299,(42% OFF)
Ritu Kumar,https://www.myntra.com/kurtis/ritu-kumar/ritu-kumar-women-mint-green--maroon-floral-printed-layered-kurti/17001888/buy,,,0,Floral Printed Layered Kurti,2250,4500,(50% OFF)
YASH GALLERY,https://www.myntra.com/kurtis/yash-gallery/yash-gallery-blue-floral-printed-thread-work-anarkali-kurti/16834450/buy,,4.3,7,Floral Printed Anarkali Kurti,1185,4559,(74% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-navy-blue-plus-size-ethnic-motifs-printed-kurti/20046138/buy,,,0,Ethnic Motifs Printed Kurti,760,1999,(Rs. 1239 OFF)
VESICLE,https://www.myntra.com/kurtis/vesicle/vesicle-black-georgette-kurti/18771720/buy,,3.2,14,Georgette Kurti,479,1599,(70% OFF)
SKYLEE,https://www.myntra.com/kurtis/skylee/skylee-pink-ethnic-motifs-embroidered-kurti/19862398/buy,,4.3,11,Ethnic Motifs Embroidered Kurti,762,2823,(73% OFF)
DIVINATION,https://www.myntra.com/kurtis/divination/divination-multicoloured-floral-printed-pure-cotton-kurti/18423746/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18423746/2022/5/25/98d4c989-5839-4ab4-9122-38d076264ddf1653462629810WomenKurtawithpocket1.jpg",4.5,26,Floral Printed Pure Cotton Kurti,588,1400,(58% OFF)
V-Mart,https://www.myntra.com/kurtis/v-mart/v-mart-women-white--brown-ethnic-motifs-printed-pure-cotton-kurti/19656618/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19656618/2022/8/25/c321f483-17ab-4a76-857e-49860a0d59ea1661422552750VMartWomenEthnicPrintedCambricRoundNeckKurta1.jpg",4.7,17,Women Printed Pure Cotton Kurti,340,400,(15% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-women-floral-printed-pure-cotton-kurti/21064184/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21064184/2022/12/5/e575d035-1abf-4466-88bd-3fe3ad2dc6c11670237294701FabindiaWomenTealPaisleyThreadWorkAnarkaliKurta1.jpg",,0,Women Printed Cotton Kurti,,,
Tissu,https://www.myntra.com/kurtis/tissu/tissu-grey--pink-floral-printed-kurti/19047430/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19047430/2022/7/11/1f62bdc1-2be9-427a-81ec-86a1b3538d6e1657525123070TissuMulticolouredFloralPrintedKurti1.jpg",,0,Floral Printed Kurti,374,1499,(75% OFF)
Cloth Haus India,https://www.myntra.com/kurtis/cloth-haus-india/cloth-haus-india-green-floral-printed-shirt-collar-kurti/17852466/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17852466/2022/4/11/ac8faa67-319b-4fd7-a5e2-4690b35e37531649688422914Kurtis1.jpg",,0,Floral Printed Kurti,2160,3600,(40% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-plus-size-lavender-floral-embroidered-chikankari-kurti/19687822/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19687822/2022/9/23/fcbb09ac-3875-4b9a-bc74-35d27fe629af1663927031218-Lavender-Georgette-Hand-Embroidered-Chikankari-Kurti-9841663-1.jpg",,0,Plus Size Embroidered Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-plus-size-yellow--white-ethnic-motifs-embroidered-chikankari-kurti-with-slip/20494176/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20494176/2022/11/5/e6f6e4ec-37e4-4cb5-9152-4b29d1e61ae31667637045416-Yellow-Georgette-Hand-Embroidered-Chikankari-Kurti-with-slip-1.jpg",,0,Embroidered Kurti With Slip,,,
KBZ,https://www.myntra.com/kurtis/kbz/kbz-blue--gold-toned-ethnic-motifs-printed-maternity-kurti/17709304/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17709304/2022/4/11/ea9f0096-e048-4c32-89d4-d51bc2d959f01649664472424KBZWomensBlackRayonPrintedKurtaPalazzoSetKurtasKBZWomenKurta1.jpg",4,23,Ethnic Motifs Printed Kurti,734,2099,(65% OFF)
Biba,https://www.myntra.com/kurtis/biba/biba-girls-yellow--white-embroidered-straight-kurti/14340288/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/19/4c8db6e9-6d36-422a-b040-a84ee8de0c6e1621396281432-1.jpg",3.7,3,Girls Embroidered Straight Kurti,449,899,(50% OFF)
Indo Era,https://www.myntra.com/kurtis/indo-era/indo-era-women-blue-geometric-printed-indigo-angrakha-style-kurti/13769544/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13769544/2021/3/22/a7f2fbf8-1123-4dc4-8c05-b1fa70bcedfb1616387602073-Indo-Era-Navy-Blue-Printed-Angrakha-Short-Kurti-169161638760-1.jpg",3.8,10,Indigo Angrakha Style Kurti,702,1899,(63% OFF)
SVARCHI,https://www.myntra.com/kurtis/svarchi/svarchi-grey--white-chevron-printed-kurti/17626750/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17626750/2022/4/7/0c81bf99-2460-4526-a589-63ec528f1bb31649326673140-SVARCHI-Women-Kurtis-1441649326672073-1.jpg",4.5,6,Chevron Printed Kurti,701,1799,(61% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-ethnic-motifs-yoke-design-tie-up-neck-thread-work-a-line-kurti/16319798/buy,,4.3,3,Yoke Design A-Line Kurti,594,1699,(65% OFF)
